project,cell_specimen_id,cell_specimen_name,hemisphere,structure,donor_id,donor_name,biological_sex,age,ethnicity,medical_conditions,full_genotype,dendrite_type,apical_dendrite_status,neuron_reconstruction_type,cell_soma_normalized_depth,depth_from_pia_um,ephys_session_id,transcriptomics_sample_id,transcriptomics_batch
mIVSCC-MET,679226264,Vip-IRES-Cre;Ai14-382261.03.01.01,left,VISp5,382261,Vip-IRES-Cre;Ai14-382261,F,P53,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679226109,SM-GE93J_S090_E1-50,RSC-152
mIVSCC-MET,679250089,Vip-IRES-Cre;Ai14-382261.03.01.02,left,VISp1,382261,Vip-IRES-Cre;Ai14-382261,F,P53,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679249974,SM-GE93J_S091_E1-50,RSC-152
mIVSCC-MET,679300054,Th-Cre_FI172;Ai14-382502.03.02.01,right,VISp6a,382502,Th-Cre_FI172;Ai14-382502,F,P51,,,Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679299969,SM-GE93J_S081_E1-50,RSC-152
mIVSCC-MET,679447960,Sst-IRES-Cre;Ai14-382542.03.01.02,left,VISp2/3,382542,Sst-IRES-Cre;Ai14-382542,F,P52,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679447785,SM-GE93V_S040_E1-50,RSC-153
mIVSCC-MET,679457550,Sst-IRES-Cre;Ai14-382542.04.02.02,right,VISp6a,382542,Sst-IRES-Cre;Ai14-382542,F,P52,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.654529788,,679457393,SM-GE93V_S034_E1-50,RSC-153
mIVSCC-MET,679462648,Sst-IRES-Cre;Ai14-382542.03.02.01,right,VISli2/3,382542,Sst-IRES-Cre;Ai14-382542,F,P52,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679462388,SM-GE93V_S056_E1-50,RSC-153
mIVSCC-MET,679475427,Sst-IRES-Cre;Ai14-382542.03.02.02,right,VISpor6a,382542,Sst-IRES-Cre;Ai14-382542,F,P52,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679475196,SM-GE93V_S057_E1-50,RSC-153
mIVSCC-MET,679512991,Sst-IRES-Cre;Ai14-382542.06.02.01,right,VISp5,382542,Sst-IRES-Cre;Ai14-382542,F,P52,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679512902,SM-GE93V_S054_E1-50,RSC-153
mIVSCC-MET,679532137,Slc17a7-IRES2-Cre;Ai14-382512.03.02.04,right,VISp2/3,382512,Slc17a7-IRES2-Cre;Ai14-382512,M,P52,,,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,spiny,notchecked,,,,679531871,SM-GE93V_S030_E1-50,RSC-153
mIVSCC-MET,679578958,Vip-IRES-Cre;Ai14-382262.03.01.01,left,VISp2/3,382262,Vip-IRES-Cre;Ai14-382262,F,P54,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679578671,SM-GE93V_S051_E1-50,RSC-153
mIVSCC-MET,679590711,Th-Cre_FI172;Ai14-382500.04.02.01,right,VISp6a,382500,Th-Cre_FI172;Ai14-382500,M,P52,,,Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679590544,SM-GE93V_S036_E1-50,RSC-153
mIVSCC-MET,679620100,Th-Cre_FI172;Ai14-382500.03.02.01,right,VISl5,382500,Th-Cre_FI172;Ai14-382500,M,P52,,,Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679619991,SM-GE93V_S061_E1-50,RSC-153
mIVSCC-MET,679633864,Vip-IRES-Cre;Ai14-382262.03.02.01,right,VISp1,382262,Vip-IRES-Cre;Ai14-382262,F,P54,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679633675,SM-GE93V_S031_E1-50,RSC-153
mIVSCC-MET,679649396,Vip-IRES-Cre;Ai14-382262.03.02.02,right,VISp4,382262,Vip-IRES-Cre;Ai14-382262,F,P54,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679648965,SM-GE93V_S032_E1-50,RSC-153
mIVSCC-MET,679650759,Vip-IRES-Cre;Ai14-382262.05.01.01,left,VISp2/3,382262,Vip-IRES-Cre;Ai14-382262,F,P54,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679650695,SM-GE93V_S038_E1-50,RSC-153
mIVSCC-MET,679863446,Sst-IRES-Cre;Ai14-382543.04.02.01,right,VISp4,382543,Sst-IRES-Cre;Ai14-382543,F,P53,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679863225,SM-GE93V_S080_E1-50,RSC-153
mIVSCC-MET,679870007,Sst-IRES-Cre;Ai14-382543.03.01.01,left,VISp4,382543,Sst-IRES-Cre;Ai14-382543,F,P53,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679869807,SM-GE93V_S090_E1-50,RSC-153
mIVSCC-MET,679883928,Sst-IRES-Cre;Ai14-382543.04.02.02,right,VISp4,382543,Sst-IRES-Cre;Ai14-382543,F,P53,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679883661,SM-GE93V_S081_E1-50,RSC-153
mIVSCC-MET,679899997,Sst-IRES-Cre;Ai14-382543.04.01.02,left,VISp4,382543,Sst-IRES-Cre;Ai14-382543,F,P53,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.382290714,,679899849,SM-GE93V_S073_E1-50,RSC-153
mIVSCC-MET,679920275,Slc32a1-IRES-Cre;Ai14-382769.04.02.01,right,VISp5,382769,Slc32a1-IRES-Cre;Ai14-382769,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,679920055,SM-GE93V_S082_E1-50,RSC-153
mIVSCC-MET,679932490,Slc32a1-IRES-Cre;Ai14-382769.03.01.01,left,VISp4,382769,Slc32a1-IRES-Cre;Ai14-382769,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.44323726,,679932370,SM-GE93V_S092_E1-50,RSC-153
mIVSCC-MET,680027413,Slc32a1-IRES-Cre;Ai14-382769.04.01.03,left,VISp2/3,382769,Slc32a1-IRES-Cre;Ai14-382769,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.288932865,,680027197,SM-GE93V_S077_E1-50,RSC-153
mIVSCC-MET,680100714,Th-Cre_FI172;Ai14-382501.04.01.01,left,VISpm6a,382501,Th-Cre_FI172;Ai14-382501,M,P53,,,Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680100510,SM-GE93V_S095_E1-50,RSC-153
mIVSCC-MET,680106185,Th-Cre_FI172;Ai14-382501.05.02.01,right,VISp2/3,382501,Th-Cre_FI172;Ai14-382501,M,P53,,,Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680106146,SM-GE93V_S089_E1-50,RSC-153
mIVSCC-MET,680108584,Th-Cre_FI172;Ai14-382501.04.01.02,left,VISp6a,382501,Th-Cre_FI172;Ai14-382501,M,P53,,,Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.768858415,,680108335,SM-GE93V_S096_E1-50,RSC-153
mIVSCC-MET,680110777,Th-Cre_FI172;Ai14-382501.03.01.01,left,VISp2/3,382501,Th-Cre_FI172;Ai14-382501,M,P53,,,Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680110577,SM-GE93V_S078_E1-50,RSC-153
mIVSCC-MET,680121569,Th-Cre_FI172;Ai14-382501.03.01.02,left,VISp5,382501,Th-Cre_FI172;Ai14-382501,M,P53,,,Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680121492,SM-GE93V_S079_E1-50,RSC-153
mIVSCC-MET,680553572,Vip-IRES-Cre;Ai14-381889.05.01.01,left,VISp2/3,381889,Vip-IRES-Cre;Ai14-381889,F,P50,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680553383,SM-GE93V_S015_E1-50,RSC-153
mIVSCC-MET,680752163,Sst-IRES-Cre;Ai14-382544.04.01.01,left,VISpm4,382544,Sst-IRES-Cre;Ai14-382544,F,P55,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680751956,SM-GE91V_S127_E1-50,RSC-154
mIVSCC-MET,680779594,Sst-IRES-Cre;Ai14-382544.03.01.01,left,VISp2/3,382544,Sst-IRES-Cre;Ai14-382544,F,P55,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680779329,SM-GE91V_S135_E1-50,RSC-154
mIVSCC-MET,680791736,Sst-IRES-Cre;Ai14-382544.03.02.01,right,VISp2/3,382544,Sst-IRES-Cre;Ai14-382544,F,P55,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680791578,SM-GE91V_S116_E1-50,RSC-154
mIVSCC-MET,680800589,Oxtr-T2A-Cre;Ai14-381904.03.02.02,right,VISp4,381904,Oxtr-T2A-Cre;Ai14-381904,M,P50,,,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680799386,SM-GE93V_S008_E1-50,RSC-153
mIVSCC-MET,680804279,Sst-IRES-Cre;Ai14-382544.05.01.01,left,VISp2/3,382544,Sst-IRES-Cre;Ai14-382544,F,P55,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680804129,SM-GE91V_S133_E1-50,RSC-154
mIVSCC-MET,680804713,Oxtr-T2A-Cre;Ai14-381904.03.02.03,right,VISp5,381904,Oxtr-T2A-Cre;Ai14-381904,M,P50,,,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680804382,SM-GE93V_S009_E1-50,RSC-153
mIVSCC-MET,680852136,Slc32a1-IRES-Cre;Ai14-382770.04.01.01,left,VISp2/3,382770,Slc32a1-IRES-Cre;Ai14-382770,M,P53,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680851952,SM-GE91V_S117_E1-50,RSC-154
mIVSCC-MET,680863396,Slc32a1-IRES-Cre;Ai14-382770.04.01.02,left,VISp2/3,382770,Slc32a1-IRES-Cre;Ai14-382770,M,P53,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680863153,SM-GE91V_S118_E1-50,RSC-154
mIVSCC-MET,680898048,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-381812.04.02.01,right,VISp4,381812,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-381812,F,P59,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,680897463,SM-GE93V_S012_E1-50,RSC-153
mIVSCC-MET,680956432,Gad2-IRES-Cre;Ai14-382695.04.01.01,left,VISp5,382695,Gad2-IRES-Cre;Ai14-382695,F,P54,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680956286,SM-GE91V_S131_E1-50,RSC-154
mIVSCC-MET,680964142,Gad2-IRES-Cre;Ai14-382695.04.01.02,left,VISp2/3,382695,Gad2-IRES-Cre;Ai14-382695,F,P54,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680964125,SM-GE91V_S132_E1-50,RSC-154
mIVSCC-MET,680970550,Slc17a7-IRES2-Cre;Ai14-382513.03.01.01,left,VISp2/3,382513,Slc17a7-IRES2-Cre;Ai14-382513,F,P55,,,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,spiny,notchecked,,,,680970387,SM-GE91V_S141_E1-50,RSC-154
mIVSCC-MET,680983818,Gad2-IRES-Cre;Ai14-382695.05.01.01,left,VISp5,382695,Gad2-IRES-Cre;Ai14-382695,F,P54,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680983584,SM-GE91V_S126_E1-50,RSC-154
mIVSCC-MET,680999757,Slc32a1-IRES-Cre;Ai14-382770.05.01.01,left,VISp2/3,382770,Slc32a1-IRES-Cre;Ai14-382770,M,P53,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,680999632,SM-GE91V_S143_E1-50,RSC-154
mIVSCC-MET,681335077,Vip-IRES-Cre;Ai14-383084.03.01.01,left,VISp2/3,383084,Vip-IRES-Cre;Ai14-383084,M,P55,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,681334653,SM-GE91V_S169_E1-50,RSC-154
mIVSCC-MET,681359761,Vip-IRES-Cre;Ai14-383084.04.02.02,right,VISp4,383084,Vip-IRES-Cre;Ai14-383084,M,P55,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,681359396,SM-GE91V_S153_E1-50,RSC-154
mIVSCC-MET,681586118,Vip-IRES-Cre;Ai14-383358.02.01.01,left,VISp2/3,383358,Vip-IRES-Cre;Ai14-383358,F,P54,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,681585951,SM-GE91V_S174_E1-50,RSC-154
mIVSCC-MET,681631284,Vip-IRES-Cre;Ai14-383358.03.02.01,right,VISp4,383358,Vip-IRES-Cre;Ai14-383358,F,P54,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,681631237,SM-GE91V_S158_E1-50,RSC-154
mIVSCC-MET,681649837,Pvalb-IRES-Cre;Ai14-383626.05.02.02,right,VISp5,383626,Pvalb-IRES-Cre;Ai14-383626,M,P53,,,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,681649724,SM-GE91V_S160_E1-50,RSC-154
mIVSCC-MET,681793778,Vip-IRES-Cre;Ai14-383085.04.02.01,right,VISp2/3,383085,Vip-IRES-Cre;Ai14-383085,M,P56,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.18881947,,681793570,SM-GE936_S005_E1-50,RSC-155
mIVSCC-MET,681837535,Slc32a1-IRES-Cre;Ai14-384210.04.01.02,left,VISp2/3,384210,Slc32a1-IRES-Cre;Ai14-384210,M,P50,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,681837199,SM-GE936_S023_E1-50,RSC-155
mIVSCC-MET,681847715,Slc32a1-IRES-Cre;Ai14-384210.03.02.01,right,VISp5,384210,Slc32a1-IRES-Cre;Ai14-384210,M,P50,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,681847483,SM-GE936_S001_E1-50,RSC-155
mIVSCC-MET,681863200,Slc32a1-IRES-Cre;Ai14-384210.03.02.02,right,VISp2/3,384210,Slc32a1-IRES-Cre;Ai14-384210,M,P50,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,681862976,SM-GE936_S002_E1-50,RSC-155
mIVSCC-MET,681887486,Slc32a1-IRES-Cre;Ai14-384210.03.02.03,right,VISp4,384210,Slc32a1-IRES-Cre;Ai14-384210,M,P50,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,681887306,SM-GE936_S003_E1-50,RSC-155
mIVSCC-MET,681907924,Slc32a1-IRES-Cre;Ai14-384210.03.02.04,right,VISp2/3,384210,Slc32a1-IRES-Cre;Ai14-384210,M,P50,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,681907837,SM-GE936_S004_E1-50,RSC-155
mIVSCC-MET,682128272,Vip-IRES-Cre;Ai14-383086.04.01.01,left,VISp2/3,383086,Vip-IRES-Cre;Ai14-383086,M,P57,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682128141,SM-GE936_S056_E1-50,RSC-155
mIVSCC-MET,682131764,Vip-IRES-Cre;Ai14-383086.04.02.01,right,VISl6a,383086,Vip-IRES-Cre;Ai14-383086,M,P57,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682131557,SM-GE936_S048_E1-50,RSC-155
mIVSCC-MET,682135792,Vip-IRES-Cre;Ai14-383086.05.02.01,right,VISp2/3,383086,Vip-IRES-Cre;Ai14-383086,M,P57,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682135535,SM-GE936_S067_E1-50,RSC-155
mIVSCC-MET,682143357,Vip-IRES-Cre;Ai14-383086.03.01.01,left,VISp2/3,383086,Vip-IRES-Cre;Ai14-383086,M,P57,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682143236,SM-GE936_S035_E1-50,RSC-155
mIVSCC-MET,682145219,Vip-IRES-Cre;Ai14-383086.05.02.02,right,VISp4,383086,Vip-IRES-Cre;Ai14-383086,M,P57,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682145030,SM-GE936_S068_E1-50,RSC-155
mIVSCC-MET,682151312,Slc32a1-IRES-Cre;Ai14-384211.04.02.01,right,VISp5,384211,Slc32a1-IRES-Cre;Ai14-384211,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682151174,SM-GE936_S050_E1-50,RSC-155
mIVSCC-MET,682156144,Vip-IRES-Cre;Ai14-383085.05.01.02,left,VISpm2/3,383085,Vip-IRES-Cre;Ai14-383085,M,P56,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682156042,SM-GE91V_S190_E1-50,RSC-154
mIVSCC-MET,682158343,Slc32a1-IRES-Cre;Ai14-384211.05.02.01,right,VISp2/3,384211,Slc32a1-IRES-Cre;Ai14-384211,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682158220,SM-GE936_S064_E1-50,RSC-155
mIVSCC-MET,682163968,Slc32a1-IRES-Cre;Ai14-384211.04.01.02,left,VISpm6a,384211,Slc32a1-IRES-Cre;Ai14-384211,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682163810,SM-GE936_S059_E1-50,RSC-155
mIVSCC-MET,682176818,Slc32a1-IRES-Cre;Ai14-384211.04.02.03,right,VISp5,384211,Slc32a1-IRES-Cre;Ai14-384211,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682176548,SM-GE936_S052_E1-50,RSC-155
mIVSCC-MET,682177103,Slc32a1-IRES-Cre;Ai14-384211.04.01.03,left,VISp6a,384211,Slc32a1-IRES-Cre;Ai14-384211,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682176921,SM-GE936_S060_E1-50,RSC-155
mIVSCC-MET,682223987,Slc32a1-IRES-Cre;Ai14-384211.03.02.01,right,VISp5,384211,Slc32a1-IRES-Cre;Ai14-384211,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682223581,SM-GE936_S069_E1-50,RSC-155
mIVSCC-MET,682239403,Slc32a1-IRES-Cre;Ai14-384211.03.01.01,left,VISpm4,384211,Slc32a1-IRES-Cre;Ai14-384211,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682239321,SM-GE936_S043_E1-50,RSC-155
mIVSCC-MET,682320370,Slc32a1-IRES-Cre;Ai14-384211.05.01.03,left,VISpm2/3,384211,Slc32a1-IRES-Cre;Ai14-384211,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682320088,SM-GE936_S039_E1-50,RSC-155
mIVSCC-MET,682331689,Slc32a1-IRES-Cre;Ai14-384211.05.01.04,left,VISp2/3,384211,Slc32a1-IRES-Cre;Ai14-384211,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682331540,SM-GE936_S040_E1-50,RSC-155
mIVSCC-MET,682332013,Slc32a1-IRES-Cre;Ai14-384211.06.02.01,right,VISp5,384211,Slc32a1-IRES-Cre;Ai14-384211,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.635638186,,682331801,SM-GE936_S053_E1-50,RSC-155
mIVSCC-MET,682351876,Slc32a1-IRES-Cre;Ai14-384211.06.02.02,right,VISp2/3,384211,Slc32a1-IRES-Cre;Ai14-384211,M,P51,,,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682351756,SM-GE936_S054_E1-50,RSC-155
mIVSCC-MET,682402048,Pvalb-IRES-Cre;Ai14-383628.03.01.02,left,VISp4,383628,Pvalb-IRES-Cre;Ai14-383628,M,P55,,,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,682401880,SM-GE936_S045_E1-50,RSC-155
mIVSCC-MET,682454193,Pvalb-IRES-Cre;Ai14-383628.03.02.01,right,VISp2/3,383628,Pvalb-IRES-Cre;Ai14-383628,M,P55,,,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.243428454,,682454062,SM-GE936_S046_E1-50,RSC-155
mIVSCC-MET,683411842,Vip-IRES-Cre;Ai14-383357.03.01.02,left,VISp2/3,383357,Vip-IRES-Cre;Ai14-383357,M,P58,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683411711,SM-GE936_S074_E1-50,RSC-155
mIVSCC-MET,683446765,Gad2-IRES-Cre;Ai14-383745.04.02.01,right,VISp5,383745,Gad2-IRES-Cre;Ai14-383745,M,P56,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683446657,SM-GE936_S084_E1-50,RSC-155
mIVSCC-MET,683483424,Vip-IRES-Cre;Ai14-383357.03.01.04,left,VISp4,383357,Vip-IRES-Cre;Ai14-383357,M,P58,,,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683483285,SM-GE936_S076_E1-50,RSC-155
mIVSCC-MET,683594240,Gad2-IRES-Cre;Ai14-383745.04.02.04,right,VISpm2/3,383745,Gad2-IRES-Cre;Ai14-383745,M,P56,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683594156,SM-GE936_S087_E1-50,RSC-155
mIVSCC-MET,683607340,Gad2-IRES-Cre;Ai14-383745.04.01.02,left,VISp5,383745,Gad2-IRES-Cre;Ai14-383745,M,P56,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683606942,SM-GE936_S078_E1-50,RSC-155
mIVSCC-MET,683782728,Gad2-IRES-Cre;Ai14-383745.06.02.01,right,VISp5,383745,Gad2-IRES-Cre;Ai14-383745,M,P56,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683782665,SM-GE937_S097_E1-50,RSC-155
mIVSCC-MET,683811000,Gad2-IRES-Cre;Ai14-383745.05.01.01,left,VISp4,383745,Gad2-IRES-Cre;Ai14-383745,M,P56,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683810755,SM-GE936_S088_E1-50,RSC-155
mIVSCC-MET,683811404,Gad2-IRES-Cre;Ai14-383745.05.02.01,right,VISp5,383745,Gad2-IRES-Cre;Ai14-383745,M,P56,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683811118,SM-GE936_S079_E1-50,RSC-155
mIVSCC-MET,683834014,Gad2-IRES-Cre;Ai14-383745.06.02.02,right,VISp4,383745,Gad2-IRES-Cre;Ai14-383745,M,P56,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683833919,SM-GE937_S098_E1-50,RSC-155
mIVSCC-MET,683840204,Gad2-IRES-Cre;Ai14-383745.05.01.02,left,VISpm5,383745,Gad2-IRES-Cre;Ai14-383745,M,P56,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683839935,SM-GE936_S089_E1-50,RSC-155
mIVSCC-MET,683859949,Pvalb-IRES-Cre;Ai14-383629.03.01.01,left,VISpor5,383629,Pvalb-IRES-Cre;Ai14-383629,M,P57,,,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683859636,SM-GE937_S102_E1-50,RSC-155
mIVSCC-MET,683870933,Gad2-IRES-Cre;Ai14-383745.05.02.02,right,VISp5,383745,Gad2-IRES-Cre;Ai14-383745,M,P56,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683870701,SM-GE936_S080_E1-50,RSC-155
mIVSCC-MET,683899155,Gad2-IRES-Cre;Ai14-383745.05.01.03,left,VISpm5,383745,Gad2-IRES-Cre;Ai14-383745,M,P56,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.483856394,,683898971,SM-GE936_S090_E1-50,RSC-155
mIVSCC-MET,683929708,Pvalb-IRES-Cre;Ai14-383629.03.01.02,left,VISp2/3,383629,Pvalb-IRES-Cre;Ai14-383629,M,P57,,,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683929691,SM-GE937_S103_E1-50,RSC-155
mIVSCC-MET,683958677,Pvalb-IRES-Cre;Ai14-383629.03.01.03,left,VISpl5,383629,Pvalb-IRES-Cre;Ai14-383629,M,P57,,,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683958549,SM-GE937_S104_E1-50,RSC-155
mIVSCC-MET,683976003,Gad2-IRES-Cre;Ai14-383745.05.02.03,right,VISp5,383745,Gad2-IRES-Cre;Ai14-383745,M,P56,,,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,683975821,SM-GE936_S081_E1-50,RSC-155
mIVSCC-MET,684857201,Sst-IRES-Cre;Ai14-385813.04.01.01,left,VISp5,385813,Sst-IRES-Cre;Ai14-385813,M,P49,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,684857016,SM-GE937_S111_E1-50,RSC-155
mIVSCC-MET,684907719,Sst-IRES-Cre;Ai14-385813.04.02.01,right,VISp4,385813,Sst-IRES-Cre;Ai14-385813,M,P49,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,684907313,SM-GE937_S120_E1-50,RSC-155
mIVSCC-MET,685314490,Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-385205.05.01.02,left,VISp5,385205,Chrna2-Cre_OE25;Vip-IRES-FlpO;Ai65-385205,M,P51,,,Chrna2-Cre_OE25/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,685314341,SM-GE937_S115_E1-50,RSC-155
