project,cell_specimen_id,cell_specimen_name,hemisphere,structure,donor_id,donor_name,biological_sex,age,ethnicity,medical_conditions,full_genotype,dendrite_type,apical_dendrite_status,neuron_reconstruction_type,cell_soma_normalized_depth,depth_from_pia_um,ephys_session_id,transcriptomics_sample_id,transcriptomics_batch
mIVSCC-MET,864296008,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460695.04.01.02,left,VISp5,460695,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460695,M,P55,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,864295889,SM-GE4RS_S083_E1-50,RSC-211
mIVSCC-MET,864314373,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460695.04.02.01,right,VISp6a,460695,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460695,M,P55,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,864314347,SM-GE4RS_S075_E1-50,RSC-211
mIVSCC-MET,864315180,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-460585.05.01.01,left,VISp6a,460585,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-460585,F,P57,,,Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,864315150,SM-GE4RS_S089_E1-50,RSC-211
mIVSCC-MET,864325951,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460695.03.02.02,right,VISp4,460695,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460695,M,P55,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,864325892,SM-GE4RS_S085_E1-50,RSC-211
mIVSCC-MET,865521037,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696.04.02.01,right,VISp2/3,460696,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696,F,P57,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,865520670,SM-GE4RS_S109_E1-50,RSC-211
mIVSCC-MET,865553957,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696.05.02.02,right,VISp5,460696,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696,F,P57,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,865553669,SM-GE4RS_S105_E1-50,RSC-211
mIVSCC-MET,865561071,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696.04.02.02,right,VISp4,460696,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696,F,P57,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,865560991,SM-GE4RS_S110_E1-50,RSC-211
mIVSCC-MET,865580850,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696.03.01.01,left,VISp6a,460696,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696,F,P57,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,865580451,SM-GE4RS_S107_E1-50,RSC-211
mIVSCC-MET,865589884,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696.06.02.01,right,VISp2/3,460696,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696,F,P57,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,865589570,SM-GE4RS_S106_E1-50,RSC-211
mIVSCC-MET,865597654,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696.03.02.02,right,VISp5,460696,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696,F,P57,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,865597539,SM-GE4RS_S103_E1-50,RSC-211
mIVSCC-MET,865603429,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696.05.01.01,left,VISp5,460696,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696,F,P57,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,865603141,SM-GE4RS_S111_E1-50,RSC-211
mIVSCC-MET,865674978,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696.04.01.01,left,VISp1,460696,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696,F,P57,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,865674812,SM-GE4RS_S108_E1-50,RSC-211
mIVSCC-MET,866257279,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700.05.02.01,right,VISp5,460700,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700,F,P58,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,866257132,SM-GE4RS_S122_E1-50,RSC-211
mIVSCC-MET,866267921,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461574.04.02.01,right,VISp2/3,461574,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461574,F,P54,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,full,0.184184689,,866267606,SM-GE4RS_S127_E1-50,RSC-211
mIVSCC-MET,866293134,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700.03.02.01,right,VISp2/3,460700,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700,F,P58,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,866292917,SM-GE4RS_S131_E1-50,RSC-211
mIVSCC-MET,866307762,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461574.04.02.02,right,VISp1,461574,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461574,F,P54,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,866307354,SM-GE4RS_S128_E1-50,RSC-211
mIVSCC-MET,866315686,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700.03.02.02,right,VISp2/3,460700,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700,F,P58,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,866315470,SM-GE4RS_S132_E1-50,RSC-211
mIVSCC-MET,866315937,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700.05.02.03,right,VISp2/3,460700,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700,F,P58,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,866315822,SM-GE4RS_S124_E1-50,RSC-211
mIVSCC-MET,866337101,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461574.04.01.01,left,VISp5,461574,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461574,F,P54,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,866336982,SM-GE4RS_S133_E1-50,RSC-211
mIVSCC-MET,866340188,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700.03.01.01,left,VISp5,460700,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700,F,P58,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,866339862,SM-GE4RS_S119_E1-50,RSC-211
mIVSCC-MET,866355637,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700.06.01.01,left,VISp5,460700,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700,F,P58,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,866355448,SM-GE4RS_S125_E1-50,RSC-211
mIVSCC-MET,866360548,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700.05.01.01,left,VISp5,460700,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700,F,P58,,,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,866360213,SM-GE4RS_S129_E1-50,RSC-211
mIVSCC-MET,866994246,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462276.04.01.01,left,VISp2/3,462276,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462276,M,P55,,,Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,866994141,SM-GE4RS_S145_E1-50,RSC-211
mIVSCC-MET,866999931,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933.04.02.01,right,VISp2/3,461933,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933,F,P55,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,866999797,SM-GE4RS_S134_E1-50,RSC-211
mIVSCC-MET,867017156,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933.05.02.01,right,VISpm1,461933,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933,F,P55,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,867017067,SM-GE4RS_S146_E1-50,RSC-211
mIVSCC-MET,867027741,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933.05.02.02,right,VISp1,461933,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933,F,P55,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,867027691,SM-GE4RS_S147_E1-50,RSC-211
mIVSCC-MET,867038197,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933.03.02.01,right,VISl1,461933,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933,F,P55,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,867038096,SM-GE4RS_S151_E1-50,RSC-211
mIVSCC-MET,867096689,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933.05.01.02,left,VISp2/3,461933,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933,F,P55,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,867096643,SM-GE4RS_S154_E1-50,RSC-211
mIVSCC-MET,867130068,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933.04.01.01,left,VISp2/3,461933,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933,F,P55,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,867128796,SM-GE4RS_S155_E1-50,RSC-211
mIVSCC-MET,867147641,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933.06.02.01,right,VISp5,461933,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933,F,P55,,,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,867147561,SM-GE4RS_S135_E1-50,RSC-211
mIVSCC-MET,867650384,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462536-Ai65.04.01.02,left,VISp2/3,462536,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462536-Ai65,F,P53,,,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,spiny,intact,dendrite-only,0.120434305,,867649970,SM-GE4RS_S157_E1-50,RSC-211
mIVSCC-MET,867765313,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462536-Ai65.06.01.02,left,VISp1,462536,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462536-Ai65,F,P53,,,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,spiny,intact,,,,867765082,SM-GE4RS_S189_E1-50,RSC-211
mIVSCC-MET,869512878,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462280.04.02.01,right,VISp4,462280,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462280,F,P58,,,Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,869512640,SM-GE4RI_S176_E1-50,RSC-213
mIVSCC-MET,869616485,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462539-Ai65_.04.02.01,right,VISp2/3,462539,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462539-Ai65,F,P55,,,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,spiny,notchecked,,,,869615954,SM-GE4RI_S177_E1-50,RSC-213
mIVSCC-MET,869634031,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462539-Ai65_.03.01.01,left,VISl2/3,462539,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462539-Ai65,F,P55,,,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,spiny,intact,full,0.192333107,,869633543,SM-GE4RI_S179_E1-50,RSC-213
mIVSCC-MET,870579773,Nkx2-1-CreERT2;Ai14-465339.04.01.02,left,VISp2/3,465339,Nkx2-1-CreERT2;Ai14-465339,M,P43,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,870579189,SM-GE4RI_S180_E1-50,RSC-213
mIVSCC-MET,870661094,Nkx2-1-CreERT2;Ai14-465339.04.02.01,right,VISp5,465339,Nkx2-1-CreERT2;Ai14-465339,M,P43,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.76363424,,870660740,SM-GE4RI_S181_E1-50,RSC-213
mIVSCC-MET,870715372,Nkx2-1-CreERT2;Ai14-465338.05.01.01,left,VISp2/3,465338,Nkx2-1-CreERT2;Ai14-465338,M,6 wks,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,870714927,SM-GE4RI_S172_E1-50,RSC-213
mIVSCC-MET,870739381,Nkx2-1-CreERT2;Ai14-465338.04.02.01,right,VISp2/3,465338,Nkx2-1-CreERT2;Ai14-465338,M,6 wks,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,870738816,SM-GE4RI_S173_E1-50,RSC-213
mIVSCC-MET,870771882,Nkx2-1-CreERT2;Ai14-465339.02.02.01,right,VISp1,465339,Nkx2-1-CreERT2;Ai14-465339,M,P43,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,870771486,SM-GE4RI_S183_E1-50,RSC-213
mIVSCC-MET,870795975,Nkx2-1-CreERT2;Ai14-465339.03.02.01,right,VISp2/3,465339,Nkx2-1-CreERT2;Ai14-465339,M,P43,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,870795303,SM-GE4RI_S186_E1-50,RSC-213
mIVSCC-MET,870810949,Nkx2-1-CreERT2;Ai14-465339.05.02.01,right,VISp2/3,465339,Nkx2-1-CreERT2;Ai14-465339,M,P43,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,870810670,SM-GE4RI_S189_E1-50,RSC-213
mIVSCC-MET,870811954,Nkx2-1-CreERT2;Ai14-465338.04.01.01,left,VISp2/3,465338,Nkx2-1-CreERT2;Ai14-465338,M,6 wks,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,870811178,SM-GE4RI_S178_E1-50,RSC-213
mIVSCC-MET,870819830,Nkx2-1-CreERT2;Ai14-465339.02.02.02,right,VISp6a,465339,Nkx2-1-CreERT2;Ai14-465339,M,P43,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,870819468,SM-GE4RI_S184_E1-50,RSC-213
mIVSCC-MET,870850543,Nkx2-1-CreERT2;Ai14-465338.03.02.01,right,VISp2/3,465338,Nkx2-1-CreERT2;Ai14-465338,M,6 wks,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,870849954,SM-GE4RI_S174_E1-50,RSC-213
mIVSCC-MET,871015146,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462281.02.01.01,left,VISp1,462281,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462281,F,P59,,,Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,871014906,SM-GE4RI_S188_E1-50,RSC-213
mIVSCC-MET,871825900,Nkx2-1-CreERT2;Ai14-465341.04.01.01,left,VISpm2/3,465341,Nkx2-1-CreERT2;Ai14-465341,F,P46,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,871825551,SM-GBMG3_S011_E1-50,RSC-214
mIVSCC-MET,871867923,Nkx2-1-CreERT2;Ai14-465341.04.02.02,right,VISp2/3,465341,Nkx2-1-CreERT2;Ai14-465341,F,P46,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,871867677,SM-GBMG3_S017_E1-50,RSC-214
mIVSCC-MET,871888742,Nkx2-1-CreERT2;Ai14-465341.05.02.01,right,VISp2/3,465341,Nkx2-1-CreERT2;Ai14-465341,F,P46,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,871888161,SM-GBMG3_S013_E1-50,RSC-214
mIVSCC-MET,872026690,Pvalb-IRES-Cre;Ai14-463471.04.02.01,right,VISp6a,463471,Pvalb-IRES-Cre;Ai14-463471,M,P55,,,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.833032912,,872026473,SM-GBMG3_S018_E1-50,RSC-214
mIVSCC-MET,872054508,Pvalb-IRES-Cre;Ai14-463471.04.02.02,right,VISp4,463471,Pvalb-IRES-Cre;Ai14-463471,M,P55,,,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,872054223,SM-GBMG3_S019_E1-50,RSC-214
mIVSCC-MET,872162438,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-463219.05.02.01,right,VISp6a,463219,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-463219,M,P56,,,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,872162179,SM-GBMG3_S020_E1-50,RSC-214
mIVSCC-MET,872210735,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-463219.05.02.02,right,VISp5,463219,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-463219,M,P56,,,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,872210290,SM-GBMG3_S021_E1-50,RSC-214
mIVSCC-MET,872211286,Pvalb-IRES-Cre;Th-P2A-FlpO;Ai65-463588.05.01.02,left,VISp5,463588,Pvalb-IRES-Cre;Th-P2A-FlpO;Ai65-463588,M,P54,,,Pvalb-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,872210887,SM-GBMG3_S024_E1-50,RSC-214
mIVSCC-MET,872248529,Nkx2-1-CreERT2;Ai14-465341.02.02.01,right,VISli2/3,465341,Nkx2-1-CreERT2;Ai14-465341,F,P46,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.189368627,,872248312,SM-GBMG3_S015_E1-50,RSC-214
mIVSCC-MET,872555611,Nkx2-1-CreERT2;Ai14-465341.04.01.03,left,VISp2/3,465341,Nkx2-1-CreERT2;Ai14-465341,F,P46,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,872555585,SM-GBMG3_S012_E1-50,RSC-214
mIVSCC-MET,873587758,Nkx2-1-CreERT2;Ai14-465343.03.02.01,right,VISp2/3,465343,Nkx2-1-CreERT2;Ai14-465343,F,P48,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,873587324,SM-GBMG3_S028_E1-50,RSC-214
mIVSCC-MET,873689501,Sst-IRES-Cre;Ai14-463402.04.02.01,right,VISp5,463402,Sst-IRES-Cre;Ai14-463402,M,P57,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,873689134,SM-GBMG3_S031_E1-50,RSC-214
mIVSCC-MET,873712332,Sst-IRES-Cre;Ai14-463402.04.02.02,right,VISp6a,463402,Sst-IRES-Cre;Ai14-463402,M,P57,,,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,873712120,SM-GBMG3_S032_E1-50,RSC-214
mIVSCC-MET,873848729,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-463221.04.02.01,right,VISli6a,463221,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-463221,M,P58,,,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,873848501,SM-GBMG3_S035_E1-50,RSC-214
mIVSCC-MET,873854264,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-463221.03.01.01,left,VISp1,463221,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-463221,M,P58,,,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,full,0.109571697,,873853899,SM-GBMG3_S039_E1-50,RSC-214
mIVSCC-MET,874321805,Nkx2-1-CreERT2;Ai14-465344.04.02.01,right,VISp2/3,465344,Nkx2-1-CreERT2;Ai14-465344,F,P49,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,874321329,SM-GBMG3_S049_E1-50,RSC-214
mIVSCC-MET,874325086,Nkx2-1-CreERT2;Ai14-465344.04.01.01,left,VISp2/3,465344,Nkx2-1-CreERT2;Ai14-465344,F,P49,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,874324589,SM-GBMG3_S044_E1-50,RSC-214
mIVSCC-MET,874375335,Nkx2-1-CreERT2;Ai14-465344.04.02.02,right,VISp2/3,465344,Nkx2-1-CreERT2;Ai14-465344,F,P49,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,874375021,SM-GBMG3_S050_E1-50,RSC-214
mIVSCC-MET,874417550,Nkx2-1-CreERT2;Ai14-465344.05.01.01,left,VISp2/3,465344,Nkx2-1-CreERT2;Ai14-465344,F,P49,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,874417118,SM-GBMG3_S045_E1-50,RSC-214
mIVSCC-MET,874471721,Nkx2-1-CreERT2;Ai14-465344.03.01.01,left,VISp6b,465344,Nkx2-1-CreERT2;Ai14-465344,F,P49,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,874471588,SM-GBMG3_S056_E1-50,RSC-214
mIVSCC-MET,874892226,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-463831.04.02.01,right,VISp2/3,463831,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-463831,M,P56,,,Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,874891912,SM-GBMG3_S048_E1-50,RSC-214
mIVSCC-MET,875020601,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-463831.06.02.01,right,VISp6a,463831,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-463831,M,P56,,,Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,aspiny,NA,,,,875020359,SM-GBMG3_S058_E1-50,RSC-214
mIVSCC-MET,875116973,Nkx2-1-CreERT2;Ai14-465348.04.02.01,right,VISp4,465348,Nkx2-1-CreERT2;Ai14-465348,F,P50,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,875116812,SM-GBMG3_S065_E1-50,RSC-214
mIVSCC-MET,875328808,Nkx2-1-CreERT2;Ai14-465348.05.01.01,left,VISpm2/3,465348,Nkx2-1-CreERT2;Ai14-465348,F,P50,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,875328492,SM-GBMG3_S062_E1-50,RSC-214
mIVSCC-MET,875373471,Nkx2-1-CreERT2;Ai14-465348.05.01.02,left,VISp2/3,465348,Nkx2-1-CreERT2;Ai14-465348,F,P50,,,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,875373168,SM-GBMG3_S063_E1-50,RSC-214
mIVSCC-MET,882454517,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-467263-Ai65.04.02.02,right,VISp1,467263,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-467263-Ai65,F,P55,,,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,spiny,notchecked,,,,882454410,SM-GBMFY_S079_E1-50,RSC-215
mIVSCC-MET,886257320,Pvalb-IRES-Cre;Ai14-468415.03.01.01,left,VISl2/3,468415,Pvalb-IRES-Cre;Ai14-468415,M,P56,,,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,886256992,SM-GE4VK_S068_E1-50,RSC-216
mIVSCC-MET,886335606,Pvalb-IRES-Cre;Ai14-468415.03.01.03,left,VISp4,468415,Pvalb-IRES-Cre;Ai14-468415,M,P56,,,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,aspiny,NA,full,0.387720734,,886335376,SM-GE4VK_S070_E1-50,RSC-216
mIVSCC-MET,886426499,Htr3a-Cre_NO152;Ai14-468435.04.01.01,left,VISp6a,468435,Htr3a-Cre_NO152;Ai14-468435,M,P56,,,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,aspiny,NA,,,,886426340,SM-GE4VK_S071_E1-50,RSC-216
